CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9338,Lactulosa  66.7 g/100 mL,Frasco 240  ml,RD$150.00,Laxante Osmotico,2024
1339,Levodopa + Benserazida ,Tableta 200 mg+50 mg,RD$15.00,Antiparkinsonianos,2024
9732,Levofloxacina ,Tableta 500 mg,RD$2.50,Antibiótico/Quinolonas,2024
10268,Levotiroxina ,Tableta 25mcg,RD$1.50,Hormona Tiroidea,2024
10246,Levotiroxina ,Tableta 50 mcg,RD$1.50,Hormona Tiroidea,2024
9231,Levotiroxina  ,Tableta 0.1 mg,RD$1.50,Hormona Tiroidea,2024
1438,Lisinopril ,Tableta 20 mg,RD$2.00,Cardiovasculares/Antihipertensivo,2024
1437,Lisinopril ,Tableta 10 mg,RD$0.50,Cardiovasculares/Antihipertensivo,2024
1081,Loratadina  ,Tableta 10 mg,RD$0.50,Antihistamínico,2024
1084,Loratadina 5 mg/5mL Jarabe,Frasco 90 ml,RD$15.00,Antihistamínico,2024
9772,Losartan ,Tableta  100 mg,RD$1.50,Cardiovasculares/Antihipertensivo,2024
9392,Losartán Potásico ,Tableta 50 mg,RD$0.50,Cardiovasculares/Antihipertensivo,2024
2063,Mariposita No.21,Unidad,RD$2.00,Insumo Hospitalario,2024
2064,Mariposita No.23,Unidad,RD$2.00,Insumo Hospitalario,2024
2065,Mariposita No.25,Unidad,RD$2.00,Insumo Hospitalario,2024
9353,Mascarilla para Nebulizar Adulto,Unidad,RD$25.00,Insumo Hospitalario,2024
2419,Mascarilla para Nebulizar Pediátrica ,Unidad,RD$25.00,Insumo Hospitalario,2024
1217,Mebendazol ,Blíster 6 tableta,RD$3.00,Antihelmintico/Antiparasitario,2024
1218,Mebendazol ,Frasco 30 ml,RD$10.00,Antihelmintico/Antiparasitario,2024
9076,Mecobalamina ,Tableta 500 m cg,RD$5.00,Vitaminas,2024
1661,Metformina ,Tableta 8850 mg,RD$0.50,Insulinas y otros Hipoglucemiante,2024
10276,Metformina ,Tableta 500 mg,RD$0.50,Insulinas y otros Hipoglucemiante,2024
1661,Metformina ,Tableta 8850 mg,RD$0.50,Insulinas y otros Hipoglucemiante,2024
10238,Metildopa,Tableta 250 mg,RD$4.00,Cardiovasculares/Antihipertensivo,2024
1414,Metil-Dopa,Tableta 500  mg,RD$5.00,Cardiovasculares/Antihipertensivo,2024
1602,Metoclopramida ,Tableta 10 mg,RD$0.40,Antiemético,2024
10630,Metoprolol,Tableta 50 mg,RD$1.75,Cardiovasculares Antianginosos,2024
9070,Metoprolol ,Tableta 100 mg,RD$1.75,Cardiovasculares Antianginosos,2024
1235,Metronidazol ,Tableta 500 mg,RD$0.50,Amebicida,2024
10273,Metronidazol + Diyodohidroxiquinoleina ,Tableta 400 mg/200 mg,RD$7.00,Antihelmintico/Antiparasitario,2024
10274,Metronidazol + Diyodohidroxiquinoleina 400mg + 200mg,Frasco 120 ml,RD$85.00,Antihelmintico/Antiparasitario,2024
10339,Metronidazol Benzoato 200mg/5ml Susp. Oral,Frasco 120  ml,RD$20.00,Amebicida,2024
10347,Muleta Aluminio Adulto (L),Unidad,RD$300.00,Insumos Ortopédicos,2024
10348,Muleta de Aluminio para adolescentes (S),Unidad,RD$300.00,Insumos Ortopédicos,2024
10349,Muletas De Aluminio Grandes Para Adultos XL ,Unidad,RD$300.00,Vitaminas,2024
1905,"Mult. Lactante Sin Estim(Vit.A1500UI,D 400UI,C 35mg,B1 0.5mg,B2 0.5mg,B6 Niacinamina 8mg)",Frasco Gotero 15 ml,RD$20.00,Vitaminas,2024
10398,Multivitaminas Prenatales ,Capsula,RD$7.00,Vitaminas,2024
9340,Nafazolina 0.1% Solución Oftálmica,Frasco Gotero 10ml,RD$35.00,Descongestivo ocular,2024
9710,Naproxeno ,Tableta 550 ml,RD$7.00,Antiinflamatorio No Esteroides,2024
1418,Nifedipina ,Tableta 20 mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
1417,Nifedipina ,Tableta 10 mg,RD$0.20,Antioxitocico,2024
9744,"Nistatina 100,000 UI Óvulos Unid","Óvulos 100,000 UI",RD$5.00,Antifungicos,2024
9168,"Nistatina 100,000 UI/ mL Suspensión Frasco 30 mL",Frasco 30 ml,RD$20.00,Antifungicos,2024
9733,Nitrofurantoina (Macrocristales),Cápsula 100 mg,RD$20.00,Antibacteriano/Antibioticos,2024
3283,Nitrofurazona  0.2% Pomada,Tubo 30 g,RD$20.00,Antiinfeccioso-Antisepticono,2024
9545,Olanzapina ,Tableta 10 mg,RD$50.00,Antipsicótico,2024
9813,Olanzapina ,Tableta 5 mg,RD$40.00,Antipsicótico,2024
1589,Omeprazol ,Tableta 20 mg,RD$0.50,Antiulceroso,2024
9950,Orinal Para Hombre,Unidad,RD$25.00,Insumo Hospitalario,2024
9951,Orinal Plástico Desechable para Mujer ,Unidad,RD$65.00,Insumo Hospitalario,2024
1515,Oxido de Zinc ,Frasco 120 ml,RD$15.00,Emoliente Cutáneo,2024
10335,Pañal Desechable (S) 4-10kg,Unidad,RD$10.00,Insumo Hospitalario,2024
9879,Pañal Desechable Grande para Adultos (Large),Unidad,RD$20.00,Insumo Hospitalario,2024
9705,Pañal Desechable Mediano para Adulto ,Unidad,RD$20.00,Insumo Hospitalario,2024
10389,Pañal Desechable Niños (M) 9-15kg,Unidad,RD$10.00,Insumo Hospitalario,2024
10479,Pañal Desechable para niños L ,Unidad,RD$12.00,Insumo Hospitalario,2024
9750,Pañal Desechable Pequeño para Adulto,Unidad,RD$20.00,Insumo Hospitalario,2024
10336,Pañal Desechable Recien Nacido 2-5 kg,Unidad,RD$10.00,Insumo Hospitalario,2024
1194,Penicilina G Benzatínica 1.2,Vial,RD$10.00,Antibacteriano/Antibioticos,2024
1195,"Penicilina G. Benzatínica 2,400,000 UI",Vial,RD$15.00,Antibacteriano/Antibioticos,2024
1196,"Penicilina G. Benzatínica 600,000 UI",Vial,RD$10.00,Antibacteriano/Antibioticos,2024
1202,"Penicilina G.Procaínica 4,00,000 UI .",Vial,RD$5.00,Antibacteriano/Antibioticos,2024
1201,"Penicilina G.Procaínica 4,000,000 UI .",Vial,RD$20.00,Antibacteriano/Antibioticos,2024
1202,"Penicilina G.Procaínica 400,000 UI",Vial,RD$5.00,Antibacteriano/Antibioticos,2024
2432,Perita De Aspiración Nasal,Unidad,RD$15.00,Insumo Hospitalario,2024
9397,Permetrina 1% Champú,Frasco 60 ml,RD$40.00,Escabicida y Pediculicida,2024
9177,Permetrina 1% Loción,Frasco 60 ml,RD$40.00,Escabicida y Pediculicida,2024
9154,Permetrina 5% Crema,Tubo 30 tubo,RD$25.00,Escabicida y Pediculicida,2024
9400,Prednisona,Tableta 50 mg,RD$6.00,Antiinflamatorio Esteroideo,2024
10272,Prednisona ,Tableta  20 mg,RD$5.00,Antiinflamatorio Esteroideo,2024
1646,Prednisona ,Tableta 5 mg,RD$0.70,Antiinflamatorio Esteroideo,2024
10295,Pregabalina ,Capsula 300 mg,RD$20.00,Antiepiléptico/Analgésico,2024
10294,Pregabalina ,Capsula75 mg,RD$10.00,Antiepiléptico/Analgésico,2024
3344,Preservativo Masculino ,Unidad,RD$2.00,Insumo Hospitalario,2024
10271,Propanolol ,Tableta 20 mg,RD$0.40,Cardiovasculares/Antianginoso,2024
9083,Propranolol ,Tableta 40 mg,RD$0.50,Cardiovasculares/Antianginoso,2024
9607,Proteína Hiperprotética Suplemento Nutricional Líquido,Frasco 8 Onzas,RD$100.00,Nutrición,2024
9625,Proteína Polimérica con Probiótico ,Lata 400 g,RD$280.00,Nutrición,2024
9002,Proteína Polimérica con Probióticos Líquida,Frasco 8 Onzas,RD$60.00,Nutrición,2024
9626,Proteína Polimérica en Polvo ,Lata 400 g,RD$300.00,Nutrición,2024
9627,Proteína Polimérica Líquida ,Frasco 8 Onzas,RD$60.00,Nutrición,2024
9557,Proteina Polimerica Modulo Proteico ,Lata 275 g,RD$300.00,Nutrición,2024
9558,Proteína Polimérica para Diabetes Líquida ,Frasco 8 Onzas,RD$70.00,Nutrición,2024
9606,Proteína Poliméricas Hiperprotéica Líquida ,Frasco 8 Onzas,RD$120.00,Nutrición,2024
10416,Quetiapina,Tableta 25 mg,RD$16.00,Antpsicoticos,2024
10410,Quetiapina ,Tableta 100 mg,RD$30.00,Antpsicoticos,2024
10296,Ramipril ,Tableta 5 mg,RD$1.00,Cardiovasculares/Antihipertensivo,2024
9814,Risperidona ,Tableta 1 mg,RD$2.00,Antpsicoticos,2024
1793,Risperidona ,Tableta 2 mg,RD$2.00,Antpsicoticos,2024
9887,Rodillera Grande,Unidad,RD$125.00,Insumos Ortopédicos,2024
9494,Rodillera Mediana,Unidad,RD$125.00,Insumos Ortopédicos,2024
9888,Rodillera Pequeña,Unidad,RD$125.00,Insumos Ortopédicos,2024
1829,Salbutamol ,Tabletan4 mg,RD$0.50,Antiasmatico,2024
10401,Salbutamol Sulfato 100 mcg/Inhalacion,Frasco Aerosol,RD$60.00,Antiasmatico,2024
1831,Salbutamol.P/Nebulizar 5mg/ml,Frasco Gotero10 ml,RD$25.00,Antiasmatico,2024
1885,Sales de Rehidratación Oral ,Sobre,RD$4.00,Diarrea/Rehidratación,2024
9545,Sertralina ,Tableta 50 mg,RD$2.00,Antidepresivo,2024
10242,Simvastatina,Tableta 40 mg,RD$1.00,Reguladores de Lipidos,2024
1375,Simvastatina ,Tableta 20 mg,RD$0.50,Reguladores de Lipidos,2024
1882,Solucion  Ringer con Lactato Frasco 1000 ml,Frasco 1000 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2024
9225,Solución Cloruro de Sodio 0.9%,Frasco 100 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2024
1872,Solucion Cloruro Dextrosa 0.5% + Cloruro de Sodio 0.33 Frasco 1000 ml,Frasco 1000 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2024
1863,Solución Cloruro Sódico 0.9% Iny. I.V. Fco. 1000 ml,Frasco 1000 ml,RD$40.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2024
2333,Sonda Foley 2 Vías No.14,Unidad,RD$20.00,Insumo Hospitalario,2024
2334,Sonda Foley 2 Vías No.16,Unidad,RD$20.00,Insumo Hospitalario,2024
3310,Sucralfato Granulado  1 g,Sobre 1 g,RD$15.00,Antiulceroso,2024
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 crema,RD$50.00,Antiinfeccioso-Antisepticono,2024
10394,Sulfato de Zinc ,Tableta 200 mg,RD$3.00,Micronutriente,2024
1355,Sulfato Ferroso ,Tableta 300 mg,RD$0.30,Antianémico,2024
10371,Sulfato Ferroso  ,Frasco 60 ml,RD$30.00,Antianémico,2024
9359,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg/5 mg,RD$1.50,Antianémico,2024
9119,Sulfato Ferroso 125 mg/mL Gotas,Frasco 30 ml,RD$30.00,Antianémico,2024
10761,Termometro digital oral,Unidad,RD$110.00,Insumo Hospitalario,2024
1248,Tinidazol  ,Tableta 500 mg,RD$3.00,Antimicrobiano,2024
9496,Tobillera Grande,Unidad,RD$160.00,Insumos Ortopédicos,2024
9495,Tobillera Mediana,Unidad,RD$160.00,Insumos Ortopédicos,2024
10328,Tobillera Mediana Rigida,Unidad,RD$485.00,Insumos Ortopédicos,2024
9890,Tobillera Pequeña,Unidad,RD$200.00,Insumos Ortopédicos,2024
1952,Tobramicina 0.3% Gotas Oftálmicas,Frasco Gotero 5 ml,RD$30.00,Antibiótico/Oftálmico,2024
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg/800 mg,RD$1.50,Antibacteriano/Antibioticos,2024
1966,Trimetroprím-Sulfametoxazol (40/200mg) 5 mL,Frasco 120 ml,RD$20.00,Antibacteriano/Antibioticos,2024
10370,Valsartán ,Tableta 160 mg,RD$3.00,Cardiovasculares/Antihipertensivo,2024
9885,"Venda Elástica 3"" x 5  Yardas",Unidad,RD$15.00,Insumo Hospitalario,2024
1990,"Venda Elástica 4"" x 5 Yardas",Unidad,RD$15.00,Insumo Hospitalario,2024
9886,"Venda Elástica 6"" x  5 Yardas",Unidad,RD$15.00,Insumo Hospitalario,2024
1431,Verapamil  80 mg,Tableta 80 mg,RD$1.50,Cardiovasculares/Antianginoso,2024
1915,"Vitamina A 50,000 UI","Perla 50,000 UI",RD$1.50,Vitaminas,2024
1912,Vitamina A Y D(3000 UI + 300 UI),"Perla 3,000 /300 UI",RD$1.50,Vitaminas,2024
1914,Vitamina E 400 UI,Perla 400 UI,RD$1.50,Vitaminas,2024
1916,Vitaminas Neurotrópicas +Dexametasona + Dexametasona ,Ampollas ,RD$20.00,Vitaminas,2024
9531,Vitaminas y Minerales ,Capsula,RD$1.50,Vitaminas,2024
9756,Warfarina Sódica ,Tableta 5 mg,RD$5.00,Anticoagulante,2024
10385,Yodopovidona Solución al 10%,Frasco 120 ml,RD$50.00,Desinfectantes/Antiséptico,2024
1945,Aceite de Hígado de Bacalao Emulsión,Frasco 180 ml,RD$40.00,Vitaminas,2025
1034,Acetaminofén,Tableta 500 mg,RD$0.30,Analgésicos,2025
10064,Acetaminofén,Supositorio 100 mg,RD$5.00,Analgésicos,2025
10741,Acetaminofén + Cafeína,500 mg + 65mg Tableta,RD$2.50,Analgésicos,2025
1037,Acetaminofén Gotas Pediátricas,Frasco Gotero 15 ml,RD$15.00,Analgésicos,2025
10227,Acetaminofén Jarabe,Frasco 120 ml,RD$15.00,Analgésicos,2025
10593,Acetato De Medroxiprogesterona,Inyección de Liberación Retardada 150 mg/ml/ Vial,RD$50.00,Hormonas contraceptivas,2025
9023,Acetazolamida,Tableta 250 mg,RD$8.00,Diuréticos,2025
9370,Acetilcisteína,Ampolla 300 mg / 3 ml,RD$15.00,Mucolíticos,2025
10748,Acetilcisteína,Sobre Polvo granulado 200 mg,RD$10.00,Mucolíticos,2025
1252,Aciclovir,Tableta 400 mg,RD$1.50,Antivirales,2025
1251,Aciclovir Crema,Tubo 5 g,RD$10.00,Antivirales,2025
9371,Aciclovir Suspensión,Frasco 60 ml,RD$40.00,Antivirales,2025
1042,Ácido Acetilsalicílico (Uso Cardiaco),Tableta 81 mg,RD$0.50,Cardiovasculares,2025
1041,Ácido Acetilsalicílico,Tableta 325 mg,RD$1.00,Analgésicos-antiinflamatorios,2025
10425,Ácido Acetilsalicílico,Tableta 100 mg,RD$10.00,Cardiovasculares,2025
9329,Ácido Ascórbico (Vit. C),Tableta 500 mg,RD$2.00,Vitaminas,2025
1346,Ácido Fólico,Tableta 5 mg,RD$0.20,Vitaminas,2025
1345,Ácido Fólico Jarabe,Frasco 120 ml,RD$13.00,Vitaminas,2025
9358,Ácido Fólico + Vit. B12 Jarabe,Frasco 120 ml,RD$25.00,Vitaminas,2025
1946,Ácido Mefenámico,Tableta 500 mg,RD$0.70,Analgésicos-antiinflamatorios,2025
9501,Ácido Valproico (Valproato Sódico),Tableta 500 mg,RD$12.00,Antiepilépticos,2025
1696,Ácido Valproico Solución,Frasco 40 mL,RD$90.00,Antiepilépticos,2025
9057,Adrenalina,Ampolla 1 mg / 1 ml,RD$7.00,Cardiovasculares,2025
1893,Agua Para Inyectable,Ampolla 5 ml,RD$3.00,Solubilizantes,2025
1891,Agua Para Inyectable,Ampolla 10 ml,RD$3.00,Solubilizantes,2025
1215,Albendazol (Dosis Única),Tableta 400 mg,RD$1.00,Antiparasitarios,2025
11271,Albendazol Masticable,Tableta 400mg,RD$10.00,Antiparasitarios,2025
1216,Albendazol Suspensión (Dosis Única),Sobre 400 mg / 10 ml,RD$5.00,Antiparasitarios,2025
9030,Albúmina Humana 20%,Frasco Ampolla 50 ml,"RD$2,000.00",Sustituto del plasma,2025
9079,Alcohol Isopropílico 70º,Frasco 120 ml,RD$20.00,Desinfectantes y antisépticos,2025
9344,Alendronato,Tableta 70 mg,RD$1.00,Osteoporosis,2025
9883,Algodón Planchado,Venda 4” x 4”,RD$15.00,Insumos Hospitalarios,2025
9510,Algodón Torunda,Funda 7 g,RD$5.00,Insumos Hospitalarios,2025
9718,Alopurinol,Tableta 300 mg,RD$1.50,Antigotosos y antirreumáticos,2025
1845,Ambroxol,Tableta 30 mg,RD$3.00,Mucolíticos,2025
9519,Ambroxol Jarabe,Frasco 120 ml,RD$15.00,Mucolíticos,2025
1120,Amikacina,Vial 500 mg / 2 ml,RD$15.00,Antibacterianos,2025
9739,Aminosidina,Tableta 250 mg,RD$18.00,Antiamebicos,2025
9376,Amiodarona,Tableta 200 mg,RD$4.00,Cardiovasculares,2025
1772,Amitriptilina,Tableta 25 mg,RD$1.50,Antidepresivos,2025
1405,Amlodipina,Tableta 5 mg,RD$0.20,Cardiovasculares,2025
1404,Amlodipina,Tableta 10 mg,RD$0.20,Cardiovasculares,2025
2816,Amoxicilina,Cápsula 500 mg,RD$1.00,Antibacterianos,2025
3288,Amoxicilina Suspensión,Frasco 120 ml,RD$25.00,Antibacterianos,2025
3289,Amoxicilina + Ácido Clavulánico,Cápsula 500 mg / 125 mg,RD$5.00,Antibacterianos,2025
3290,Amoxicilina + Ácido Clavulánico Suspensión,Frasco 60 ml,RD$60.00,Antibacterianos,2025
1127,Ampicilina,Cápsula 500 mg,RD$1.50,Antibacterianos,2025
1130,Ampicilina,Vial 1 g,RD$10.00,Antibacterianos,2025
9180,Anestésico Local + Astringente + Antiinflamatorio,Supositorio,RD$15.00,Antihemorroidales,2025
1606,Antiespasmódico (N-Butil Bromuro-Hioscina),Tableta 10 mg,RD$5.00,Antiespasmódicos,2025
1605,Antiespasmódico (N-Butil Bromuro-Hioscina),Ampolla 20 mg / 1 ml,RD$15.00,Antiespasmódicos,2025
1877,Antigripal Jarabe,Frasco 120 ml,RD$15.00,Antigripal,2025
10982,Antigripal Tableta,Blíster de 10 Tabletas,RD$3.00,Antigripal,2025
9484,Atenolol,Tableta 50 mg,RD$0.20,Cardiovasculares,2025
1378,Atenolol,Tableta 100 mg,RD$0.30,Cardiovasculares,2025
1381,Atenolol + Clortalidona,Tableta 50 mg / 12.5 mg,RD$1.50,Cardiovasculares,2025
1379,Atenolol + Clortalidona,Tableta 100 mg / 25 mg,RD$2.00,Cardiovasculares,2025
1030,Atropina,Ampolla 1 mg / 1 ml,RD$5.00,"Antiarritmicos, midriáticos",2025
9483,Azitromicina,Cápsula 500 mg,RD$4.00,Antibacterianos,2025
9482,Azitromicina Suspensión,Frasco 30 ml,RD$25.00,Antibacterianos,2025
2031,Bajante De Suero,Unidad,RD$10.00,Insumos Hospitalarios,2025
9490,Bastón Ajustable De Aluminio (Un Apoyo),Unidad,RD$200.00,Ortopédicos,2025
9491,Bastón Ajustable De Aluminio (Cuatro Apoyos),Unidad,RD$350.00,Ortopédicos,2025
9646,Betahistina,Tableta 6 mg,RD$3.00,Antivertiginosos,2025
9174,Betametasona 0.1% Crema,Tubo 15 g,RD$50.00,Antiinflamatorio antiprurítico,2025
9796,Bismuto Subsalicilato Suspensión,Frasco 100 mL,RD$50.00,Antidiarreicos,2025
10251,Bisoprolol,Tableta 2.5 mg,RD$3.00,Cardiovasculares,2025
10252,Bisoprolol,Tableta 5 mg,RD$3.00,Cardiovasculares,2025
2005,Bolsa Colectora De Orina (Adulto),Unidad,RD$10.00,Insumos Hospitalarios,2025
2006,Bolsa Colectora De Orina (Pediátrica),Unidad,RD$5.00,Insumos Hospitalarios,2025
1849,Bromhexina Jarabe,Frasco 60 ml,RD$10.00,Mucolíticos,2025
10255,Budesonida 100 mcg,Spray Frasco Nasal,RD$350.00,Antiasmáticos,2025
1012,Bupivacaína Pesada 0.5%,Vial 4 ml,RD$15.00,Anestésico local,2025
10331,Cabestrillo Pequeño,Unidad,RD$150.00,Ortopédicos,2025
9489,Cabestrillo Mediano,Unidad,RD$150.00,Ortopédicos,2025
10330,Cabestrillo Grande,Unidad,RD$150.00,Ortopédicos,2025
10417,Calamina Locion 0.15%,Frasco 120 ml,RD$45.00,Dermatológicos/Antiinflamatorios y Antiprurito,2025
1897,Calcio Carbonato 600 mg + Vit. D3 400UI,Tableta 600mg/400 UI,RD$1.00,"Vitaminas, Minerales,Problemas Oseos, Recién Nacidos",2025
10631,Candesartan ,Tableta 16 mg,RD$2.50,Cardiovasculares/Antihipertensivos,2025
10744,Candesartan ,Tableta 32 mg,RD$3.50,Cardiovasculares/Antihipertensivos,2025
9356,Captoprilo,Tableta 25 mg,RD$0.50,Cardiovasculares/Antihipertensivos /Fallo Cardíaco,2025
1433,Captoprilo,Tableta 50 mg,RD$0.70,Cardiovasculares/Antihipertensivos /Fallo Cardíaco,2025
1105,Carbamacepina ,Tableta 200 mg,RD$1.00,Psicofarmacos/Trastornos del Humor/Trastornos Bipolares,2025
9275,Carbonato de Litio ,Tableta 300 mg,RD$3.00,Psicofarmacos/Trastornos del Humor/Trastornos Bipolares,2025
9031,Carvedilol ,Tableta 6.25 mg,RD$0.70,Cardiovasculares/Antianginoso,2025
9032,Carvedilol ,Tableta 12.5 mg,RD$0.70,Cardiovasculares/Antianginoso,2025
2223,Catéter E.V. # 18,Unidad,RD$15.00,Insumos Hospitalarios,2025
2224,Catéter E.V. # 20,Unidad,RD$15.00,Insumos Hospitalarios,2025
2225,Catéter E.V. # 22,Unidad,RD$15.00,Insumos Hospitalarios,2025
2226,Catéter E.V. # 24,Unidad,RD$15.00,Insumos Hospitalarios,2025
1136,Cefalexina,Cápsula 500 mg,RD$2.00,Antibacterianos,2025
1137,Cefalexina Suspensión,Frasco 120 ml,RD$35.00,Antibacterianos,2025
1141,Cefepime,Vial 1 g,RD$35.00,Antibacterianos,2025
1143,Cefotaxima,Vial 1 g,RD$15.00,Antibacterianos,2025
1147,Ceftriaxona,Vial 1 g,RD$10.00,Antibacterianos,2025
9529,Cetirizina,Frasco 60 ml,RD$20.00,Antialérgicos,2025
10254,Cetirizina,Tableta 10 mg,RD$0.50,Antialérgicos,2025
1150,Ciprofloxacina,Tableta 500 mg,RD$1.00,Antibacterianos,2025
9162,Claritromicina,Tableta 500 mg,RD$5.00,Antibacterianos,2025
9163,Claritromicina Suspensión,Frasco 60 ml,RD$90.00,Antibacterianos,2025
9164,Clindamicina,Cápsula 300 mg,RD$5.00,Antibacterianos,2025
10281,Clindamicina,Óvulo 100 mg,RD$10.00,Antibacterianos,2025
9350,Clopidogrel,Tableta 75 mg,RD$1.50,Cardiovasculares,2025
10233,Clorpromazina,Tableta 25 mg,RD$6.00,Antipsicóticos,2025
1781,Clorpromazina,Tableta 100 mg,RD$7.00,Antipsicóticos,2025
9244,Cloruro De Sodio Gotas Nasales,Frasco 15 ml,RD$15.00,Descongestionantes,2025
1471,Clotrimazol Crema,Tubo 30 g,RD$10.00,Antifúngicos,2025
10231,Clotrimazol Ovulos ,Ovulo 500 mg,RD$6.00,Dermatológicos/Antifúngicos,2025
1475,Clotrimazol Solución Tópica,Frasco Gotero 20 ml,RD$12.00,Antifúngicos,2025
9492,Codera Mediana,Unidad,RD$180.00,Ortopédicos,2025
9493,Codera Grande,Unidad,RD$180.00,Ortopédicos,2025
9497,Collarín Blando Mediano,Unidad,RD$100.00,Ortopédicos,2025
9498,Collarín Blando Grande,Unidad,RD$100.00,Ortopédicos,2025
9499,Collarín Rígido Ajustable,Unidad,RD$350.00,Ortopédicos,2025
1899,Complejo B Jarabe,Frasco 120 ml,RD$15.00,Vitaminas,2025
1898,Complejo B,Tableta,RD$0.50,Vitaminas,2025
1900,Complejo B,Vial 10 ml,RD$20.00,Vitaminas,2025
9404,Deflazacort,Tableta 6 mg,RD$10.00,Artritis Reumatoide,2025
10250,Dexametasona,Ampolla 4 mg / 1 ml,RD$5.00,Antiasmáticos-Antialérgicos,2025
1638,Dexametasona,Tableta 0.5 mg,RD$1.50,Antiasmáticos-Antialérgicos,2025
9299,Dexametasona,Tableta 4 mg,RD$5.00,Antiasmáticos-Antialérgicos,2025
1876,Dextrosa 50%,Ampolla 20 ml,RD$15.00,Desórdenes de Agua,2025
1045,Diclofenac Sódico,Ampolla 75 mg / 3 ml,RD$2.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
1047,Diclofenac Sódico,Tableta 50 mg,RD$0.20,Analgésicos-Antiinflamatorios No Esteroideos,2025
1043,Diclofenaco Dietilamonio1.16% Gel,Tubo 20 g,RD$10.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
1044,Diclofenac Sódico o Potasico,Supositorio 12.5 mg,RD$10.00,Analgésicos-Antiinflamatorios No Esteroideos,2025
1168,Dicloxacilina,Cápsula 500 mg,RD$4.00,Antibacterianos,2025
1167,Dicloxacilina Suspensión,Frasco 60 ml,RD$50.00,Antibacterianos,2025
1852,Difenhidramina,Ampolla 10 mg / 1 ml,RD$10.00,Antialérgicos,2025
1851,Difenhidramina Jarabe,Frasco 60 ml,RD$15.00,Antialérgicos,2025
9333,Difenhidramina,Tableta 25 mg,RD$0.50,Antialérgicos,2025
9774,Digoxina,50 mcg/ml Líquido Oral Frasco,RD$50.00,Cardiovasculares,2025
1441,Digoxina,Tableta 0.25 mg,RD$1.00,Cardiovasculares,2025
1597,Dimenhidrinato ,Ampolla 50 mcg/1 ml,RD$5.00,Agentes Coadyuvantes/Antieméticos,2025
9413,Dimenhidrinato Jarabe,Frasco 60 ml,RD$15.00,Diuréticos,2025
9525,Dimenhidrinato,Supositorio 25 mg,RD$4.00,Diuréticos,2025
1598,Dimenhidrinato,Tableta 50 mg,RD$0.50,Diuréticos,2025
1170,Doxiciclina,Cápsula 100 mg,RD$1.00,Antibacterianos,2025
1434,Enalapril,Tableta 10 mg,RD$0.20,Antihipertensivos,2025
1435,Enalapril,Tableta 20 mg,RD$0.20,Antihipertensivos,2025
1173,Eritromicina Suspensión,Frasco 120 ml,RD$50.00,Antibacterianos,2025
10262,Eritromicina Estearato,Tableta 500 mg,RD$5.00,Antibacterianos,2025
9170,Eritropoyetina Recombinante Humana,Ampolla 4000 UI / 0.3 ml,RD$135.00,Antianémicos,2025
9102,Espirómetro,Unidad,RD$200.00,Insumos Hospitalarios,2025
9793,Espironolactona,Tableta 25 mg,RD$2.00,Diuréticos,2025
9369,Espironolactona,Tableta 100 mg,RD$4.00,Diuréticos,2025
9337,Estrógenos Conjugados,Tableta 0.625 mg,RD$5.00,Hormonas estrógenas,2025
10592,Etinilestradiol + Levonorgestrel,Tableta 30 mcg +150 mcg,RD$20.00,Hormonas contraceptivas,2025
9727,Fenitoína Suspensión,Frasco 120 ml,RD$200.00,Antiepilépticos,2025
1106,Fenitoína,Tableta 100 mg,RD$8.00,Antiepilépticos,2025
1098,Fitomenadiona (Vit. K),Ampolla 10 mg/ 1 ml,RD$15.00,Coagulantes,2025
1256,Fluconazol,Cápsula 150 mg,RD$2.50,Antifúngicos,2025
9741,Fluconazol Suspensión,Frasco 60 ml,RD$200.00,Antipsicóticos,2025
1784,Decanoato de Flufenazina ,Ampolla 25 mg/ml,RD$400.00,Psicofarmacos/Antipsicóticos,2025
9181,Fluoxetina,Tableta 20 mg,RD$6.00,Antidepresivos,2025
9735,Fosfomicina Suspensión,Frasco 120 ml,RD$140.00,Antibacterianos,2025
9736,Fosfomicina,Tableta 500 mg,RD$10.00,Antibacterianos,2025
1573,Furosemida,Ampolla 20 mg / 2 ml,RD$2.00,Diuréticos,2025
1574,Furosemida,Tableta 40 mg,RD$0.30,Diuréticos,2025
9063,Gasa Precortada 4” X 4”,Sobre / 10 Unidades,RD$10.00,Insumos Hospitalarios,2025
1175,Gentamicina,Ampolla 80 mg / 2 ml,RD$3.00,Antibacterianos,2025
9808,Gentamicina Solución Oftálmica,Frasco Gotero 5 ml,RD$30.00,Antibacterianos,2025
